영화코드,영화명,개봉일,장르,대표장르,국가,대표국가
20203461,시크릿 가든,20200819.0,"드라마,가족,판타지",드라마,영국,영국
20203557,그녀가 죽었다,,"미스터리,스릴러",미스터리,,
20203689,마이 미씽 발렌타인,20210114.0,"멜로/로맨스,코미디",멜로/로맨스,기타,기타
20203702,노량: 죽음의 바다,,"사극,액션",사극,,
20203824,노회찬6411,20211014.0,다큐멘터리,다큐멘터리,한국,한국
20203842,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,20201022.0,"애니메이션,액션,판타지",애니메이션,일본,일본
20203863,승부,20250326.0,드라마,드라마,한국,한국
20204008,그린랜드,20200929.0,"액션,스릴러",액션,미국,미국
20204107,주디,20200325.0,"드라마,멜로/로맨스",드라마,영국,영국
20204117,모가디슈,20210728.0,"액션,드라마",액션,한국,한국
20204261,콰이어트 플레이스 2,,스릴러,스릴러,,
20204264,콘크리트 유토피아,20230809.0,"드라마,기타",드라마,한국,한국
20204271,행복의 나라,20240814.0,드라마,드라마,한국,한국
20204333,페어웰,20210204.0,"가족,드라마",가족,"미국,중국",미국
20204431,모비우스,20220330.0,"액션,어드벤처,드라마",액션,미국,미국
20204432,애비규환,20201112.0,"드라마,코미디",드라마,한국,한국
20204548,범죄도시2,,"범죄,액션",범죄,,
20204644,밤쉘: 세상을 바꾼 폭탄선언,20200708.0,드라마,드라마,"미국,캐나다",미국
20204681,더 보이 2: 돌아온 브람스,20200305.0,"공포(호러),미스터리,스릴러",공포(호러),미국,미국
20204684,브레이크 더 사일런스: 더 무비,20200924.0,다큐멘터리,다큐멘터리,한국,한국
20204741,비밀정보원: 인 더 프리즌,20200415.0,"범죄,스릴러",범죄,영국,영국
20204790,인 더 하이츠,20210630.0,"뮤지컬,드라마",뮤지컬,미국,미국
20204791,다크 워터스,20200311.0,드라마,드라마,미국,미국
20204845,공기살인,20220422.0,드라마,드라마,한국,한국
20205001,도망친 여자,20200917.0,드라마,드라마,한국,한국
20205041,분노의 질주: 더 얼티메이트,,액션,액션,,
20205096,세인트 아가타,20200319.0,"공포(호러),스릴러",공포(호러),미국,미국
20205106,압꾸정,20221130.0,"코미디,드라마",코미디,한국,한국
20205144,미나리,20210303.0,드라마,드라마,미국,미국
20205155,"조제, 호랑이 그리고 물고기들",20210331.0,애니메이션,애니메이션,일본,일본
20205261,나의 촛불,20220210.0,다큐멘터리,다큐멘터리,한국,한국
20205262,엽문4: 더 파이널,20200401.0,"액션,드라마",액션,홍콩,홍콩
20205362,미니언즈2,20220720.0,"애니메이션,어드벤처,코미디",애니메이션,미국,미국
20205402,트롤: 월드 투어,20200429.0,"애니메이션,어드벤처,코미디",애니메이션,미국,미국
20205443,나일 강의 죽음,20220209.0,"범죄,드라마,미스터리",범죄,미국,미국
20205481,에어로너츠,20200610.0,"드라마,어드벤처",드라마,"영국,미국",영국
20205708,스케어리 스토리:어둠의 속삭임,20200325.0,"판타지,공포(호러)",판타지,미국,미국
20205841,더 터닝,20200402.0,"미스터리,공포(호러)",미스터리,미국,미국
20205902,신과 나: 100일간의 거래,20200408.0,"미스터리,스릴러,판타지",미스터리,기타,기타
20205970,워터 릴리스,20200813.0,"드라마,멜로/로맨스",드라마,프랑스,프랑스
20205980,테슬라,20201028.0,드라마,드라마,미국,미국
20205986,연애 빠진 로맨스,,"멜로/로맨스,코미디",멜로/로맨스,,
20206021,건즈 아킴보,20200415.0,액션,액션,영국,영국
20206061,쥬라기 월드: 도미니언,,"액션,어드벤처",액션,,
20206062,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,20200930.0,애니메이션,애니메이션,일본,일본
20206178,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,20200924.0,애니메이션,애니메이션,일본,일본
20206190,서치 아웃,20200415.0,스릴러,스릴러,한국,한국
20206257,브로커,,드라마,드라마,,
20206362,"어디갔어, 버나뎃",20201008.0,"코미디,드라마",코미디,미국,미국
20206402,오픈 더 도어,20200408.0,"공포(호러),스릴러",공포(호러),러시아,러시아
20206424,사랑하고 있습니까,20200325.0,"판타지,멜로/로맨스",판타지,한국,한국
20206441,마이 스파이,20200429.0,"액션,코미디",액션,미국,미국
20206446,n번째 이별 중,20200401.0,"멜로/로맨스,코미디",멜로/로맨스,미국,미국
20206447,라라걸,20200415.0,드라마,드라마,호주,호주
20206547,극장판 바이올렛 에버가든,,"애니메이션,드라마,판타지",애니메이션,,
20206588,극장판 미니특공대: 햄버거괴물의 습격,20200930.0,"애니메이션,액션",애니메이션,한국,한국
20206710,파티마의 기적,20201203.0,드라마,드라마,미국,미국
20206826,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",20200929.0,공연,공연,한국,한국
20206865,애프터 웨딩 인 뉴욕,20200423.0,드라마,드라마,영국,영국
20206946,시민덕희,20240124.0,드라마,드라마,한국,한국
20207341,레이니 데이 인 뉴욕,20200506.0,"코미디,멜로/로맨스",코미디,미국,미국
20207443,소울,20210120.0,애니메이션,애니메이션,미국,미국
20207501,그집,20200527.0,"공포(호러),스릴러",공포(호러),스페인,스페인
20207722,저 산 너머,20200430.0,드라마,드라마,한국,한국
20207893,프리즌 이스케이프,20200506.0,"어드벤처,스릴러",어드벤처,"영국,호주",영국
20208006,인민을 위해 복무하라,20220223.0,"멜로/로맨스,드라마",멜로/로맨스,한국,한국
20208101,대무가,20221012.0,"드라마,코미디",드라마,한국,한국
20208122,카페 벨에포크,20200520.0,"코미디,드라마",코미디,프랑스,프랑스
20208182,그레텔과 헨젤,20200708.0,"판타지,미스터리",판타지,캐나다,캐나다
20208245,핸섬가이즈,20240626.0,코미디,코미디,한국,한국
20208264,미스비헤이비어,20200527.0,드라마,드라마,영국,영국
20208282,더 플랫폼,20200513.0,"SF,스릴러",SF,스페인,스페인
20208393,극장판 요괴워치: 포에버 프렌즈,20201015.0,애니메이션,애니메이션,일본,일본
20208446,외계+인 1부,20220720.0,"액션,판타지,SF",액션,한국,한국
20208448,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,20201112.0,"애니메이션,뮤지컬,어드벤처",애니메이션,영국,영국
20208508,미스터트롯: 더 무비,20201022.0,공연,공연,한국,한국
20208562,씨 피버,20200513.0,"SF,공포(호러)",SF,"아일랜드,스웨덴,벨기에,영국",아일랜드
20208617,인베이젼 2020,20200701.0,SF,SF,러시아,러시아
20208686,콜 오브 와일드,20200514.0,"어드벤처,드라마,가족",어드벤처,미국,미국
20208721,리미트,20220831.0,"범죄,스릴러",범죄,한국,한국
20208828,불량한 가족,,"코미디,드라마",코미디,,
20208911,탈출: 프로젝트 사일런스,20240712.0,스릴러,스릴러,한국,한국
20208961,마리 퀴리,,드라마,드라마,,
20208962,대외비,20230301.0,"범죄,드라마",범죄,한국,한국
20209013,워 위드 그랜파,20210224.0,코미디,코미디,미국,미국
20209029,아홉 스님,20200527.0,드라마,드라마,한국,한국
20209161,언더워터,20200527.0,스릴러,스릴러,미국,미국
20209304,다만 악에서 구하소서 파이널컷,20201028.0,액션,액션,한국,한국
20209343,한산: 용의 출현,20220727.0,"액션,드라마",액션,한국,한국
20209370,킹덤 오브 헤븐: 디렉터스 컷,20201111.0,액션,액션,영국,영국
20209463,나의 첫 번째 슈퍼스타,20200610.0,"코미디,드라마",코미디,미국,미국
20209538,썸머 85,,"멜로/로맨스,드라마",멜로/로맨스,,
20209627,아이,20210210.0,드라마,드라마,한국,한국
20209644,엔딩스 비기닝스,,"드라마,멜로/로맨스",드라마,,
20209650,택스 콜렉터,20201118.0,액션,액션,미국,미국
20209654,헤어질 결심,20220629.0,"미스터리,멜로/로맨스",미스터리,한국,한국
20209771,갈릴리 예수,20201126.0,"다큐멘터리,드라마",다큐멘터리,미국,미국
20209882,블루 아워,20200722.0,드라마,드라마,일본,일본
20209926,세자매,20210127.0,드라마,드라마,한국,한국
20210028,스파이더맨: 노 웨이 홈,,"액션,어드벤처,SF",액션,,
20210087,듄,20211020.0,SF,SF,미국,미국
20210140,젠틀맨,20221228.0,범죄,범죄,한국,한국
20210168,F20,20211006.0,스릴러,스릴러,한국,한국
20210244,디어 에반 핸슨,,"뮤지컬,드라마",뮤지컬,,
20210262,세버그,20211104.0,"드라마,스릴러",드라마,미국,미국
20210301,귀멸의 칼날: 남매의 연,20211110.0,애니메이션,애니메이션,일본,일본
20210364,탄생,,드라마,드라마,,
20210541,스펜서,20220316.0,드라마,드라마,영국,영국
20210544,웅남이,20230322.0,"코미디,액션",코미디,한국,한국
20210546,악마가 이사왔다,20250813.0,"미스터리,코미디",미스터리,한국,한국
20210587,아네트,20211027.0,"드라마,뮤지컬,멜로/로맨스",드라마,프랑스,프랑스
20210590,카시오페아,20220601.0,드라마,드라마,한국,한국
20210600,프렌치 디스패치,20211118.0,"코미디,드라마,멜로/로맨스",코미디,미국,미국
20210662,애프터: 관계의 함정,20211027.0,멜로/로맨스,멜로/로맨스,미국,미국
20210663,라스트 나잇 인 소호,20211201.0,"공포(호러),스릴러,미스터리",공포(호러),미국,미국
20210682,바다 탐험대 옥토넛 : 육지수호 대작전,20211027.0,"애니메이션,액션,어드벤처",애니메이션,영국,영국
20210684,두다다쿵: 후후섬의 비밀,20230215.0,애니메이션,애니메이션,한국,한국
20210843,실종,20220615.0,스릴러,스릴러,일본,일본
20210864,엔칸토: 마법의 세계,,애니메이션,애니메이션,,
20210865,고장난 론,20211027.0,애니메이션,애니메이션,미국,미국
20210937,아담스 패밀리 2,,"애니메이션,코미디,가족",애니메이션,,
20210962,우연과 상상,20220504.0,"드라마,멜로/로맨스",드라마,일본,일본
20211177,하우스 오브 구찌,20220112.0,"범죄,드라마,스릴러",범죄,미국,미국
20211200,언차티드,20220216.0,"액션,어드벤처",액션,미국,미국
20211241,클리포드 더 빅 레드 독,20220112.0,"어드벤처,드라마,가족",어드벤처,미국,미국
20211242,고속도로 가족,20221102.0,드라마,드라마,한국,한국
20211261,귀멸의 칼날: 나타구모산 편,20211117.0,애니메이션,애니메이션,일본,일본
20211271,귀멸의 칼날: 주합회의·나비저택 편,20211201.0,애니메이션,애니메이션,일본,일본
20211281,매트릭스: 리저렉션,,"액션,SF",액션,,
20211313,"틱, 틱... 붐!",20211112.0,"드라마,뮤지컬",드라마,미국,미국
20211321,빅샤크4: 바다공룡 대모험,20220706.0,어드벤처,어드벤처,중국,중국
20211382,오마주,20220526.0,드라마,드라마,한국,한국
20211413,몬스타엑스 : 더 드리밍,20211208.0,다큐멘터리,다큐멘터리,한국,한국
20211472,늑대사냥,20220921.0,"액션,범죄",액션,한국,한국
20211477,데드맨,20240207.0,범죄,범죄,한국,한국
20211568,"아치의 노래, 정태춘",20220518.0,다큐멘터리,다큐멘터리,한국,한국
20211735,원샷,20220110.0,"액션,전쟁",액션,영국,영국
20211740,비욘드라이브 더 무비 : 엔시티 레조넌스,20220112.0,공연,공연,한국,한국
20211768,신데렐라 2: 마법에 걸린 왕자,,"애니메이션,판타지,어드벤처",애니메이션,,
20211791,하이파이브,,"코미디,액션",코미디,,
20211792,헌트,20220810.0,"액션,드라마",액션,한국,한국
20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,,"애니메이션,액션,판타지",애니메이션,,
20211937,귀공자,,액션,액션,,
20212015,돈 룩 업,20211208.0,"코미디,드라마,SF",코미디,미국,미국
20212317,컴온 컴온,20220630.0,드라마,드라마,미국,미국
20212352,1승,20241204.0,드라마,드라마,한국,한국
20212618,수퍼 소닉2,20220406.0,"애니메이션,액션,어드벤처,코미디,가족,판타지,SF",애니메이션,미국,미국
20212667,화사한 그녀,20231011.0,코미디,코미디,한국,한국
20212668,도그데이즈,20240207.0,드라마,드라마,한국,한국
20212672,레지던트 이블: 라쿤시티,20220119.0,"액션,공포(호러)",액션,미국,미국
20212708,시라노,20220223.0,"멜로/로맨스,뮤지컬,드라마",멜로/로맨스,미국,미국
20212709,블랙폰,20220907.0,공포(호러),공포(호러),미국,미국
20212724,앰뷸런스,20220406.0,"액션,범죄",액션,미국,미국
20212725,신비한 동물들과 덤블도어의 비밀,20220413.0,"어드벤처,가족,판타지",어드벤처,미국,미국
20212741,안테벨룸,20220223.0,"미스터리,스릴러",미스터리,미국,미국
20212783,로스트 시티,,"액션,코미디,멜로/로맨스,어드벤처",액션,,
20212836,355,20220209.0,액션,액션,미국,미국
20212855,닥터 스트레인지: 대혼돈의 멀티버스,20220504.0,"액션,어드벤처,판타지",액션,미국,미국
20212866,서울의 봄,,드라마,드라마,,
20212932,탈주,20240703.0,액션,액션,한국,한국
20212952,극장판 안녕 자두야: 제주도의 비밀,20220127.0,애니메이션,애니메이션,한국,한국
20212973,더 배트맨,20220301.0,"액션,범죄,드라마",액션,미국,미국
20214763,내겐 너무 소중한 너,20210512.0,드라마,드라마,한국,한국
20214823,유령,20230118.0,"드라마,액션",드라마,한국,한국
20214847,해길랍,20210331.0,멜로/로맨스,멜로/로맨스,기타,기타
20214848,퍼펙트 케어,20210219.0,"범죄,스릴러",범죄,미국,미국
20214981,몬스터 헌터,20210210.0,"액션,어드벤처",액션,미국,미국
20215041,토이 솔져스: 가짜사나이2 더 컴플리트,20210127.0,다큐멘터리,다큐멘터리,한국,한국
20215046,노매드랜드,20210415.0,드라마,드라마,미국,미국
20215056,아이 씨 유,20210311.0,"스릴러,공포(호러),범죄",스릴러,영국,영국
20215221,더 레이서,20210224.0,드라마,드라마,기타,기타
20215301,어니스트 씨프,20210203.0,"액션,범죄,드라마",액션,미국,미국
20215315,스위치,20230104.0,기타,기타,한국,한국
20215601,공조2: 인터내셔날,20220907.0,"액션,코미디",액션,한국,한국
20215803,타인의 친절,20210407.0,드라마,드라마,영국,영국
20215810,송가인 더 드라마,20210211.0,공연,공연,한국,한국
20215843,카오스 워킹,20210224.0,어드벤처,어드벤처,미국,미국
20215850,고질라 VS. 콩,20210325.0,액션,액션,미국,미국
20216022,웨이 다운,20210311.0,"액션,어드벤처,범죄",액션,스페인,스페인
20216051,리스타트,20210311.0,액션,액션,미국,미국
20216064,하늘의 푸르름을 아는 사람이여,20220316.0,"애니메이션,판타지,멜로/로맨스",애니메이션,일본,일본
20216069,모리타니안,20210317.0,"스릴러,드라마",스릴러,미국,미국
20216083,프로페서 앤 매드맨,20210602.0,"드라마,미스터리,스릴러",드라마,미국,미국
20216361,브레이브 언더 파이어,20210317.0,액션,액션,러시아,러시아
20216362,크루엘라,,"드라마,범죄,코미디",드라마,,
20216432,최면,20210324.0,"공포(호러),스릴러",공포(호러),한국,한국
20216476,브로큰,20250205.0,"범죄,드라마",범죄,한국,한국
20216492,노바디,20210407.0,"액션,코미디",액션,미국,미국
20216523,모탈 컴뱃,20210408.0,"액션,어드벤처,판타지",액션,미국,미국
20216581,사랑하고 사랑받고 차고 차이고,20210616.0,"드라마,멜로/로맨스",드라마,일본,일본
20216673,더 박스,20210324.0,드라마,드라마,한국,한국
20216685,루카,,"애니메이션,어드벤처,코미디",애니메이션,,
20216703,더 스파이,20210428.0,스릴러,스릴러,미국,미국
20216710,명탐정 코난: 비색의 탄환,20210416.0,애니메이션,애니메이션,일본,일본
20216726,스트리밍,20250321.0,스릴러,스릴러,한국,한국
20216768,몬테크리스토: 더 뮤지컬 라이브,20210319.0,공연,공연,한국,한국
20216801,"극장판 포켓몬스터: 정글의 아이, 코코",20210915.0,애니메이션,애니메이션,일본,일본
20216908,극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,20210428.0,"애니메이션,액션,어드벤처",애니메이션,영국,영국
20217024,오필리아,20210714.0,"멜로/로맨스,드라마",멜로/로맨스,미국,미국
20217174,극장판 콩순이: 장난감나라 대모험,20210505.0,애니메이션,애니메이션,한국,한국
20217278,마크맨,20210428.0,액션,액션,미국,미국
20217298,불도저에 탄 소녀,20220407.0,드라마,드라마,한국,한국
20217334,안녕하세요,20220525.0,드라마,드라마,한국,한국
20217478,도라에몽: 스탠바이미 2,20210519.0,애니메이션,애니메이션,일본,일본
20217484,스파이럴,20210512.0,스릴러,스릴러,헝가리,헝가리
20217490,스페이스 잼: 새로운 시대,20210715.0,"애니메이션,어드벤처,코미디",애니메이션,미국,미국
20217500,보이저스,20210526.0,"SF,어드벤처,스릴러",SF,미국,미국
20217551,내가 죽기를 바라는 자들,20210505.0,"범죄,스릴러",범죄,미국,미국
20217573,굴뚝마을의 푸펠,20210526.0,"애니메이션,판타지",애니메이션,일본,일본
20217624,컴백홈,20221005.0,"드라마,코미디",드라마,한국,한국
20217651,캐시트럭,20210609.0,액션,액션,미국,미국
20217692,아야와 마녀,20210610.0,애니메이션,애니메이션,일본,일본
20217707,뱅드림! 로젤리아 에피소드Ⅰ: 약속,20210603.0,애니메이션,애니메이션,일본,일본
20217736,컨저링3: 악마가 시켰다,,"공포(호러),미스터리,스릴러",공포(호러),,
20217742,샹치와 텐 링즈의 전설,20210901.0,"액션,어드벤처,판타지",액션,미국,미국
20217769,봄날,20220427.0,"드라마,액션",드라마,한국,한국
20217807,해피 뉴 이어,20211229.0,"멜로/로맨스,드라마",멜로/로맨스,한국,한국
20217826,육사오(6/45),20220824.0,코미디,코미디,한국,한국
20217845,더 수어사이드 스쿼드,20210804.0,"액션,어드벤처,판타지,미스터리,SF",액션,미국,미국
20217905,데시벨,20221116.0,액션,액션,한국,한국
20217950,킬러의 보디가드 2,,"액션,코미디,범죄",액션,,
20217982,서울괴담,20220427.0,공포(호러),공포(호러),한국,한국
20218006,체르노빌 1986,20210630.0,"액션,스릴러",액션,러시아,러시아
20218052,베놈 2: 렛 데어 비 카니지,20211013.0,"액션,SF,스릴러",액션,미국,미국
20218240,여고괴담 여섯번째 이야기 : 모교,,"미스터리,공포(호러)",미스터리,,
20218256,이터널스,20211103.0,"액션,어드벤처,드라마",액션,미국,미국
20218333,꽃다발 같은 사랑을 했다,20210714.0,멜로/로맨스,멜로/로맨스,일본,일본
20218345,괴기맨숀,20210630.0,공포(호러),공포(호러),한국,한국
20218348,이스케이프 룸 2: 노 웨이 아웃,20210714.0,"액션,공포(호러),스릴러",액션,미국,미국
20218349,정글 크루즈,20210728.0,"액션,어드벤처",액션,미국,미국
20218364,랑종,20210714.0,"공포(호러),스릴러,드라마",공포(호러),"한국,태국",한국
20218390,램,20211229.0,공포(호러),공포(호러),기타,기타
20218391,보스 베이비 2,20210721.0,"애니메이션,코미디,어드벤처",애니메이션,미국,미국
20218392,올드,20210818.0,"공포(호러),스릴러",공포(호러),미국,미국
20218415,드라이브 마이 카,,드라마,드라마,,
20218420,은혼 더 파이널,20210722.0,애니메이션,애니메이션,일본,일본
20218459,드라이브,20240612.0,스릴러,스릴러,한국,한국
20218541,밀수,20230726.0,액션,액션,한국,한국
20218567,아이스 로드,20210721.0,스릴러,스릴러,미국,미국
20218604,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,20210915.0,애니메이션,애니메이션,일본,일본
20218653,귀문,20210825.0,"미스터리,스릴러,공포(호러)",미스터리,한국,한국
20218656,롱디,20230510.0,"멜로/로맨스,코미디",멜로/로맨스,한국,한국
20218758,수색자,20210929.0,스릴러,스릴러,한국,한국
20218764,씽2게더,20220105.0,애니메이션,애니메이션,미국,미국
20218800,거룩한 밤: 데몬 헌터스,20250430.0,액션,액션,한국,한국
20218815,블랙핑크 더 무비,20210804.0,공연,공연,한국,한국
20218827,BIFAN2021 판타스틱 단편 걸작선 1,,기타,기타,기타,기타
20218834,그린 나이트,20210805.0,"어드벤처,드라마,판타지",어드벤처,미국,미국
20218875,극장판 도라에몽: 진구의 신공룡,20210805.0,"애니메이션,어드벤처",애니메이션,일본,일본
20218904,코다,20210831.0,드라마,드라마,프랑스,프랑스
20218935,더 문,20230802.0,"SF,액션,드라마",SF,한국,한국
20218985,레미니센스,20210825.0,"SF,미스터리,멜로/로맨스",SF,미국,미국
20219115,라스트 듀얼: 최후의 결투,20211020.0,"액션,스릴러",액션,미국,미국
20219185,건파우더 밀크셰이크,20210908.0,액션,액션,프랑스,프랑스
20219245,만년이 지나도 변하지 않는 게 있어,20220209.0,"멜로/로맨스,액션,공포(호러),코미디,판타지",멜로/로맨스,대만,대만
20219310,말임씨를 부탁해,20220413.0,드라마,드라마,한국,한국
20219311,말리그넌트,20210915.0,"스릴러,미스터리",스릴러,미국,미국
20219331,여름날 우리,20210825.0,"코미디,멜로/로맨스",코미디,중국,중국
20219344,패러렐 마더스,20220331.0,"멜로/로맨스,스릴러",멜로/로맨스,스페인,스페인
20219345,놉,20220817.0,"미스터리,공포(호러)",미스터리,미국,미국
20219375,1980,20240327.0,드라마,드라마,한국,한국
20219381,퍼피 구조대 더 무비,20210818.0,애니메이션,애니메이션,미국,미국
20219626,어나더 라운드,20220119.0,"코미디,드라마",코미디,기타,기타
20219628,정직한 후보2,20220928.0,코미디,코미디,한국,한국
20219770,캔디맨,20210922.0,"미스터리,공포(호러)",미스터리,미국,미국
20219822,맨 인 더 다크 2,20210901.0,"공포(호러),스릴러",공포(호러),미국,미국
20219826,용과 주근깨 공주,20210929.0,"애니메이션,어드벤처,드라마",애니메이션,일본,일본
20223278,극장판 주술회전 0,,애니메이션,애니메이션,,
20223302,리코리쉬 피자,20220216.0,"멜로/로맨스,드라마",멜로/로맨스,미국,미국
20223308,극장판 바다 탐험대 옥토넛 : 해저동굴 대탈출,20220217.0,"애니메이션,액션,어드벤처",애니메이션,영국,영국
20223388,토르: 마법 검의 전설,20220504.0,"애니메이션,판타지,액션,어드벤처",애니메이션,독일,독일
20223398,장민호 드라마 최종회,20220124.0,공연,공연,한국,한국
20223403,극장판 시그널,20220331.0,"드라마,범죄",드라마,일본,일본
20223404,에펠,20220323.0,"멜로/로맨스,드라마",멜로/로맨스,프랑스,프랑스
20223565,다음 소희,20230208.0,드라마,드라마,한국,한국
20223583,벨파스트,20220323.0,드라마,드라마,미국,미국
20223614,루이스 웨인: 사랑을 그린 고양이 화가,20220406.0,"드라마,멜로/로맨스",드라마,미국,미국
20223676,문폴,20220316.0,"액션,드라마,스릴러,SF,어드벤처",액션,미국,미국
20223743,나이트메어 앨리,20220223.0,"범죄,드라마,스릴러",범죄,미국,미국
20223819,말할 수 없는 비밀,20250127.0,"판타지,멜로/로맨스",판타지,한국,한국
20223828,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,20220309.0,애니메이션,애니메이션,일본,일본
20223831,스파이 코드명 포춘,20230830.0,액션,액션,미국,미국
20223839,버즈 라이트이어,,"애니메이션,액션,어드벤처",애니메이션,,
20223896,거미집,20230927.0,"코미디,드라마",코미디,한국,한국
20223940,민스미트 작전,20220511.0,"드라마,전쟁",드라마,미국,미국
20223950,메리 미,20220316.0,"멜로/로맨스,코미디",멜로/로맨스,미국,미국
20223953,블랙라이트,20220309.0,"액션,스릴러",액션,미국,미국
20223991,어부바,20220511.0,가족,가족,한국,한국
20224069,뱅드림! 팝핀' 드림!,20220324.0,애니메이션,애니메이션,일본,일본
20224109,장화신은 고양이: 끝내주는 모험,20230104.0,애니메이션,애니메이션,미국,미국
20224142,세븐틴 파워 오브 러브 : 더 무비,20220420.0,"공연,다큐멘터리",공연,한국,한국
20224143,킹 리차드,20220324.0,"가족,드라마",가족,미국,미국
20224148,극장판 엉덩이 탐정: 수플레 섬의 비밀,20220505.0,애니메이션,애니메이션,일본,일본
20224223,엄마,20220511.0,스릴러,스릴러,미국,미국
20224270,배드 가이즈,20220504.0,"애니메이션,범죄,액션",애니메이션,미국,미국
20224303,귀신경찰,20250124.0,코미디,코미디,한국,한국
20224304,피는 물보다 진하다,20220525.0,액션,액션,한국,한국
20224468,애프터 양,20220601.0,"드라마,SF",드라마,미국,미국
20224517,용감한 시민,20231025.0,"액션,드라마",액션,한국,한국
20224579,악마들,20230705.0,"액션,스릴러",액션,한국,한국
20224598,동감,20221116.0,멜로/로맨스,멜로/로맨스,한국,한국
20224634,그대가 조국,20220525.0,다큐멘터리,다큐멘터리,한국,한국
20224662,토르: 러브 앤 썬더,20220706.0,"액션,어드벤처,판타지",액션,미국,미국
20224666,파일럿,20240731.0,코미디,코미디,한국,한국
20224667,잠,20230906.0,미스터리,미스터리,한국,한국
20224757,룸 쉐어링,,드라마,드라마,,
20224780,모나리자와 블러드 문,20230322.0,"판타지,미스터리,스릴러",판타지,미국,미국
20224791,그레이 맨,20220713.0,"액션,스릴러",액션,미국,미국
20224882,마녀(魔女) Part2. The Other One,,액션,액션,,
20224891,특수요원 빼꼼,20220601.0,애니메이션,애니메이션,중국,중국
20224965,DC 리그 오브 슈퍼-펫,20220810.0,"애니메이션,액션,어드벤처",애니메이션,미국,미국
20225055,뜨거운 피: 디 오리지널,20220526.0,"액션,범죄",액션,한국,한국
20225061,아바타: 물의 길,,"액션,어드벤처,SF,스릴러",액션,,
20225114,극장판 윌벤져스 : 수상한 캠핑 대소동,,애니메이션,애니메이션,,
20225175,엘비스,20220713.0,드라마,드라마,미국,미국
20225180,뒤틀린 집,20220713.0,"공포(호러),드라마,스릴러",공포(호러),한국,한국
20225184,히든페이스,20241120.0,스릴러,스릴러,한국,한국
20225186,더 킬러: 죽어도 되는 아이,20220713.0,액션,액션,한국,한국
20225190,뽀로로 극장판 드래곤캐슬 대모험,20220728.0,애니메이션,애니메이션,한국,한국
20225237,명탐정 코난: 할로윈의 신부,20220713.0,애니메이션,애니메이션,일본,일본
20225293,썸머 필름을 타고!,20220720.0,기타,기타,일본,일본
20225448,불릿 트레인,20220824.0,액션,액션,미국,미국
20225729,스마일,20221006.0,"미스터리,공포(호러)",미스터리,미국,미국
20225865,옥수역귀신,20230419.0,"공포(호러),미스터리",공포(호러),"한국,일본",한국
20225892,시맨틱 에러: 더 무비,20220831.0,멜로/로맨스,멜로/로맨스,한국,한국
20225894,뉴 노멀,20231108.0,"스릴러,드라마,코미디",스릴러,한국,한국
20225969,늘봄가든,20240821.0,"공포(호러),스릴러",공포(호러),한국,한국
20225994,BIFAN2022 부천 초이스: 단편 1,,기타,기타,기타,기타
20226034,바다 탐험대 옥토넛 : 탐험선 대작전,20220811.0,"애니메이션,액션,어드벤처",애니메이션,영국,영국
20226107,극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,20220803.0,애니메이션,애니메이션,일본,일본
20226125,"어쩌다 공주, 닭냥이 왕자를 부탁해!",20220908.0,"애니메이션,판타지,어드벤처",애니메이션,프랑스,프랑스
20226254,블랙 팬서: 와칸다 포에버,20221109.0,"액션,어드벤처,드라마",액션,미국,미국
20226270,스즈메의 문단속,20230308.0,애니메이션,애니메이션,일본,일본
20226410,던전 앤 드래곤: 도적들의 명예,20230329.0,"액션,어드벤처,판타지",액션,미국,미국
20226411,범죄도시3,,"범죄,액션",범죄,,
20226431,오펜하이머,20230815.0,"스릴러,드라마",스릴러,미국,미국
20226444,극장판 엄마 까투리: 도시로 간 까투리 가족,20220908.0,애니메이션,애니메이션,한국,한국
20226489,리바운드,20230405.0,드라마,드라마,한국,한국
20226500,달짝지근해: 7510,20230815.0,코미디,코미디,한국,한국
20226545,한국이 싫어서,20240828.0,드라마,드라마,한국,한국
20226558,아인보: 아마존의 전설,20221026.0,애니메이션,애니메이션,"페루,네덜란드,미국",페루
20226670,극장판 헬로카봇: 수상한 마술단의 비밀,20220928.0,애니메이션,애니메이션,한국,한국
20226739,고고다이노 극장판: 얼음공룡의 비밀,20221005.0,애니메이션,애니메이션,한국,한국
20226751,극장판 5등분의 신부,20220922.0,"애니메이션,드라마",애니메이션,일본,일본
20226777,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,20220928.0,애니메이션,애니메이션,일본,일본
20226798,에브리씽 에브리웨어 올 앳 원스,20221012.0,"액션,코미디",액션,미국,미국
20226879,인생은 뷰티풀: 비타돌체,20220907.0,"다큐멘터리,공연",다큐멘터리,한국,한국
